MSISDN,Topup date,Measure,Amount paid
0723760318,2022-10-03,1,99
0723760921,2022-10-03,1,49
0723761978,2022-10-03,1,99
0723764934,2022-10-03,1,99
0723765133,2022-10-03,1,199
0723766478,2022-10-03,1,99
0723767679,2022-10-03,1,99
0723771872,2022-10-03,2,99
0723772372,2022-10-03,1,0
0723772774,2022-10-03,4,99
0723772930,2022-10-03,1,349
0723774569,2022-10-03,1,149
0723776340,2022-10-03,2,299
0723776341,2022-10-03,3,647
0723776856,2022-10-03,1,349
0723777135,2022-10-03,1,149
0723777318,2022-10-03,2,99
0723777944,2022-10-03,1,99
0723780687,2022-10-03,1,349
0723781982,2022-10-03,1,99
0723782123,2022-10-03,1,99
0723783028,2022-10-03,1,99
0723783471,2022-10-03,1,0
0723786218,2022-10-03,1,99
0723788448,2022-10-03,2,99
0723788519,2022-10-03,1,199
0723789552,2022-10-03,4,196
0723789794,2022-10-03,1,99
0723790103,2022-10-03,1,99
0723791081,2022-10-03,1,99
0723792219,2022-10-03,1,199
0723792879,2022-10-03,1,100
0723793258,2022-10-03,1,99
0723793431,2022-10-03,1,49
0723794744,2022-10-03,1,199
0723795079,2022-10-03,1,99
0723796461,2022-10-03,1,149
0723796793,2022-10-03,1,349
0723803533,2022-10-03,1,99
0723807666,2022-10-03,1,99
0723812906,2022-10-03,1,99
0723813365,2022-10-03,1,149
0723816538,2022-10-03,1,149
0723822753,2022-10-03,1,99
0723822776,2022-10-03,1,249
0723824457,2022-10-03,1,449
0723825581,2022-10-03,1,99
0723826483,2022-10-03,1,449
0723826654,2022-10-03,1,449
0723828778,2022-10-03,1,99
0723829423,2022-10-03,1,299
0723830554,2022-10-03,1,99
0723831308,2022-10-03,1,249
0723832020,2022-10-03,3,109
0723834676,2022-10-03,1,199
0723837348,2022-10-03,1,249
0723837349,2022-10-03,1,99
0723837931,2022-10-03,2,198
0723841545,2022-10-03,1,100
0723841615,2022-10-03,1,349
0723841954,2022-10-03,1,300
0723842765,2022-10-03,1,0
0723846121,2022-10-03,1,199
0723847216,2022-10-03,1,99
0723849121,2022-10-03,1,49
0723850074,2022-10-03,1,99
0723851116,2022-10-03,1,149
0723863438,2022-10-03,2,200
0723864321,2022-10-03,1,199
0723866499,2022-10-03,1,300
0723867360,2022-10-03,1,50
0723868039,2022-10-03,1,199
0723869913,2022-10-03,1,99
0723871682,2022-10-03,1,49
0723873634,2022-10-03,1,99
0723873935,2022-10-03,1,99
0723876031,2022-10-03,1,149
0723877562,2022-10-03,1,149
0723877797,2022-10-03,1,99
0723877912,2022-10-03,1,99
0723878823,2022-10-03,1,99
0723879932,2022-10-03,1,99
0723881284,2022-10-03,1,99
0723881361,2022-10-03,1,149
0723882319,2022-10-03,1,199
0723883032,2022-10-03,1,99
0723883525,2022-10-03,1,99
0723883895,2022-10-03,1,149
0723884151,2022-10-03,1,199
0723884184,2022-10-03,1,99
0723884556,2022-10-03,1,199
0723885823,2022-10-03,3,299
0723888632,2022-10-03,1,149
0723888972,2022-10-03,1,149
0723890135,2022-10-03,1,199
0723890462,2022-10-03,1,99
0723891027,2022-10-03,1,49
0723891924,2022-10-03,1,50
0723892005,2022-10-03,1,199
0723893257,2022-10-03,1,99
0723895007,2022-10-03,1,49
0723922455,2022-10-03,1,99
0723923804,2022-10-03,1,349
0723924295,2022-10-03,1,99
0723925309,2022-10-03,1,99
0723926424,2022-10-03,2,199
0723926728,2022-10-03,1,99
0723937636,2022-10-03,1,99
0723938797,2022-10-03,1,99
0723939781,2022-10-03,1,149
0723940268,2022-10-03,1,99
0723941929,2022-10-03,1,149
0723942552,2022-10-03,1,99
0723942872,2022-10-03,1,100
0723943172,2022-10-03,1,99
0723944540,2022-10-03,1,99
0723947056,2022-10-03,1,99
0723948722,2022-10-03,1,99
0723950958,2022-10-03,1,299
0723953404,2022-10-03,1,149
0723953737,2022-10-03,1,99
0723959295,2022-10-03,1,99
0723959402,2022-10-03,1,149
0723959606,2022-10-03,1,149
0723963216,2022-10-03,1,99
0723963716,2022-10-03,1,199
0723964980,2022-10-03,1,149
0723965070,2022-10-03,1,99
0723966262,2022-10-03,1,49
0723969020,2022-10-03,1,199
0723971356,2022-10-03,1,99
0723974464,2022-10-03,1,199
0723974498,2022-10-03,1,99
0723975242,2022-10-03,1,149
0723975253,2022-10-03,1,199
0723975908,2022-10-03,1,199
0723975925,2022-10-03,1,199
0723976266,2022-10-03,1,299
0723976355,2022-10-03,1,49
0723976393,2022-10-03,1,49
0723976526,2022-10-03,1,100
0723977776,2022-10-03,1,249
0723978432,2022-10-03,1,99
0723978482,2022-10-03,1,199
0723978686,2022-10-03,1,199
0723979313,2022-10-03,1,249
0723979792,2022-10-03,1,49
0723980795,2022-10-03,1,199
0723985769,2022-10-03,1,449
0723986558,2022-10-03,2,150
0723986563,2022-10-03,1,199
0723988732,2022-10-03,1,100
0723990537,2022-10-03,1,99
0723991192,2022-10-03,1,50
0723995048,2022-10-03,2,399
0723996164,2022-10-03,1,99
0723997772,2022-10-03,1,349
0723999607,2022-10-03,1,0
0723999642,2022-10-03,1,100
0724517793,2022-10-03,1,249
0725008030,2022-10-03,1,99
0725152698,2022-10-03,1,99
0725217136,2022-10-03,2,10
0725220908,2022-10-03,1,99
0725358879,2022-10-03,1,149
0725505014,2022-10-03,3,109
0725616845,2022-10-03,1,199
0725650204,2022-10-03,1,799
0725769112,2022-10-03,1,99
0725849280,2022-10-03,1,99
0725849448,2022-10-03,1,299
0725850810,2022-10-03,1,449
0725854072,2022-10-03,1,49
0725967007,2022-10-03,1,199
0727011104,2022-10-03,1,99
0727101337,2022-10-03,2,10
0727113885,2022-10-03,1,349
0727116855,2022-10-03,1,0
0727144479,2022-10-03,1,199
0727263046,2022-10-03,1,49
0727276934,2022-10-03,1,99
0727310266,2022-10-03,1,149
0727325074,2022-10-03,1,149
0727331177,2022-10-03,1,99
0727419268,2022-10-03,1,99
0727467418,2022-10-03,1,249
0728534008,2022-10-03,1,49
0728585303,2022-10-03,1,249
0728601642,2022-10-03,1,149
0728708664,2022-10-03,1,149
0728710245,2022-10-03,1,199
0728711573,2022-10-03,1,99
0728794351,2022-10-03,1,99
0728808276,2022-10-03,1,449
0728808997,2022-10-03,1,299
0728813258,2022-10-03,1,199
0728813456,2022-10-03,1,99
0728817408,2022-10-03,2,148
0728819746,2022-10-03,1,99
0728834163,2022-10-03,1,49
0728852567,2022-10-03,1,99
0728869736,2022-10-03,1,99
0728869804,2022-10-03,1,99
0728869880,2022-10-03,1,300
0728870161,2022-10-03,1,199
0728872016,2022-10-03,1,99
0728872161,2022-10-03,1,100
0728872189,2022-10-03,7,343
0728872274,2022-10-03,1,149
0728872321,2022-10-03,1,249
0728872475,2022-10-03,1,99
0728872935,2022-10-03,1,99
0728873078,2022-10-03,1,99
0728876170,2022-10-03,1,99
0728876456,2022-10-03,1,199
0728876712,2022-10-03,1,99
0728876746,2022-10-03,1,99
0728876748,2022-10-03,1,100
0728876837,2022-10-03,1,299
0728877107,2022-10-03,1,99
0728877245,2022-10-03,1,249
0728877248,2022-10-03,1,249
0728877529,2022-10-03,1,149
0728877931,2022-10-03,1,99
0728878338,2022-10-03,1,99
0728878376,2022-10-03,1,99
0728878616,2022-10-03,1,199
0728878975,2022-10-03,1,299
0728879026,2022-10-03,1,99
0728879062,2022-10-03,1,99
0728879085,2022-10-03,1,99
0728882106,2022-10-03,4,258
0728887548,2022-10-03,1,99
0728887656,2022-10-03,1,99
0728887841,2022-10-03,1,99
0729105207,2022-10-03,1,99
0729195035,2022-10-03,1,49
0729312168,2022-10-03,1,99
0729331823,2022-10-03,2,49
0729610538,2022-10-03,1,99
0729612262,2022-10-03,1,299
0729613611,2022-10-03,1,100
0729614084,2022-10-03,1,99
0729614090,2022-10-03,1,99
0729614448,2022-10-03,1,99
0729615388,2022-10-03,1,49
0729617077,2022-10-03,1,299
0729617959,2022-10-03,1,149
0729618366,2022-10-03,1,99
0729618728,2022-10-03,1,99
0729621957,2022-10-03,1,349
0729622761,2022-10-03,1,149
0729624322,2022-10-03,1,99
0729625895,2022-10-03,1,99
0729626257,2022-10-03,1,100
0729628642,2022-10-03,2,348
0729628966,2022-10-03,1,300
0729629483,2022-10-03,1,99
0729630075,2022-10-03,1,449
0729630648,2022-10-03,1,199
0729631118,2022-10-03,1,99
0729631523,2022-10-03,1,300
0729631711,2022-10-03,2,348
0729632190,2022-10-03,1,99
0729632250,2022-10-03,1,149
0729633093,2022-10-03,1,99
0729634632,2022-10-03,1,99
0729635969,2022-10-03,1,199
0729638310,2022-10-03,1,249
0729640067,2022-10-03,1,299
0729641053,2022-10-03,1,99
0729644338,2022-10-03,1,99
0729645220,2022-10-03,1,149
0729645561,2022-10-03,1,99
0729646012,2022-10-03,3,455
0729646624,2022-10-03,1,299
0729646766,2022-10-03,1,299
0729646814,2022-10-03,1,99
0729646825,2022-10-03,1,199
0729647336,2022-10-03,1,199
0729648264,2022-10-03,1,149
0729648319,2022-10-03,1,99
0729651029,2022-10-03,1,100
0729651933,2022-10-03,1,299
0729652417,2022-10-03,1,49
0729653381,2022-10-03,1,100
0729654547,2022-10-03,2,98
0729655137,2022-10-03,1,349
0729655567,2022-10-03,1,99
0729655769,2022-10-03,1,199
0729656041,2022-10-03,1,149
0729657780,2022-10-03,1,299
0729657980,2022-10-03,1,149
0729659353,2022-10-03,1,99
0729660649,2022-10-03,1,49
0729660798,2022-10-03,1,149
0729661009,2022-10-03,1,99
0729661889,2022-10-03,6,294
0729662103,2022-10-03,1,99
0729662210,2022-10-03,1,199
0729662263,2022-10-03,1,49
0729662360,2022-10-03,2,400
0729662499,2022-10-03,2,399
0729662774,2022-10-03,1,100
0729663029,2022-10-03,1,99
0729663216,2022-10-03,1,49
0729663326,2022-10-03,1,99
0729663576,2022-10-03,1,99
0729663757,2022-10-03,1,49
0729663915,2022-10-03,2,148
0729663985,2022-10-03,1,49
0729664006,2022-10-03,1,149
0729664257,2022-10-03,1,300
0729664785,2022-10-03,1,99
0729664956,2022-10-03,1,49
0729665040,2022-10-03,1,149
0729665048,2022-10-03,1,100
0729665107,2022-10-03,1,99
0729666373,2022-10-03,1,49
0729668204,2022-10-03,1,100
0729668314,2022-10-03,1,99
0729668704,2022-10-03,3,49
0729668719,2022-10-03,1,100
0729668857,2022-10-03,3,100
0729669134,2022-10-03,1,99
0729670697,2022-10-03,3,299
0729670920,2022-10-03,1,99
0729673500,2022-10-03,1,199
0729673592,2022-10-03,1,99
0729674711,2022-10-03,1,99
0729675650,2022-10-03,1,299
0729676056,2022-10-03,1,99
0729677901,2022-10-03,2,0
0729677904,2022-10-03,1,250
0729677989,2022-10-03,1,249
0729677993,2022-10-03,2,199
0729678077,2022-10-03,1,199
0729678368,2022-10-03,1,100
0729678370,2022-10-03,3,99
0729678386,2022-10-03,3,199
0729678418,2022-10-03,1,99
0729678561,2022-10-03,1,199
0729678590,2022-10-03,1,99
0729678592,2022-10-03,3,199
0729678706,2022-10-03,3,300
0729679088,2022-10-03,1,99
0729680183,2022-10-03,1,49
0729680337,2022-10-03,1,199
0729682554,2022-10-03,1,199
0729683006,2022-10-03,1,299
0729685757,2022-10-03,1,149
0729689650,2022-10-03,1,199
0729694472,2022-10-03,1,299
0729694729,2022-10-03,1,100
0729696042,2022-10-03,3,99
0729696111,2022-10-03,1,449
0729696647,2022-10-03,1,249
0729698414,2022-10-03,1,49
0729699215,2022-10-03,2,0
0729710302,2022-10-03,3,148
0729710366,2022-10-03,3,199
0729710416,2022-10-03,1,49
0729710430,2022-10-03,3,147
0729711104,2022-10-03,1,99
0729711652,2022-10-03,1,99
0729711732,2022-10-03,1,99
0729712072,2022-10-03,1,149
0729712151,2022-10-03,1,100
0729712157,2022-10-03,1,100
0729714003,2022-10-03,1,249
0729715074,2022-10-03,1,99
0729715609,2022-10-03,1,100
0729716977,2022-10-03,1,99
0729718545,2022-10-03,1,349
0729718882,2022-10-03,2,299
0729719327,2022-10-03,1,49
0729719354,2022-10-03,1,449
0729719995,2022-10-03,1,99
0729720948,2022-10-03,1,49
0729721675,2022-10-03,1,99
0729721730,2022-10-03,1,50
0729721796,2022-10-03,1,449
0729722117,2022-10-03,2,299
0729722286,2022-10-03,1,49
0729722566,2022-10-03,2,98
0729723127,2022-10-03,1,199
0729723425,2022-10-03,3,299
0729723654,2022-10-03,2,198
0729723872,2022-10-03,1,0
0729724048,2022-10-03,1,199
0729724168,2022-10-03,2,149
0729724235,2022-10-03,1,99
0729724273,2022-10-03,1,49
0729724458,2022-10-03,1,100
0729724666,2022-10-03,1,99
0729725020,2022-10-03,1,49
0729725203,2022-10-03,3,0
0729725744,2022-10-03,1,199
0729726729,2022-10-03,2,0
0729726869,2022-10-03,2,248
0729732214,2022-10-03,1,99
0729732243,2022-10-03,1,149
0729732281,2022-10-03,1,99
0729732407,2022-10-03,1,99
0729732955,2022-10-03,1,99
0729733303,2022-10-03,1,99
0729733763,2022-10-03,1,199
0729734034,2022-10-03,1,99
0729734652,2022-10-03,1,300
0729734776,2022-10-03,1,99
0729735529,2022-10-03,1,300
0729736040,2022-10-03,1,149
0729736639,2022-10-03,1,99
0729736740,2022-10-03,1,199
0729736996,2022-10-03,1,49
0729737324,2022-10-03,1,99
0729737453,2022-10-03,2,0
0729738974,2022-10-03,2,99
0729739706,2022-10-03,1,199
0729739885,2022-10-03,2,400
0729740574,2022-10-03,1,0
0729742255,2022-10-03,1,99
0729742592,2022-10-03,1,0
0729742668,2022-10-03,1,300
0729744308,2022-10-03,1,99
0729746166,2022-10-03,1,99
0729746673,2022-10-03,1,49
0729749080,2022-10-03,1,99
0729775522,2022-10-03,1,99
0729786660,2022-10-03,1,49
0729787466,2022-10-03,1,100
0729805474,2022-10-03,1,300
0729828629,2022-10-03,1,149
0729828630,2022-10-03,1,499
0729828843,2022-10-03,1,300
0729828923,2022-10-03,1,99
0729829028,2022-10-03,1,49
0729829053,2022-10-03,2,248
0729829069,2022-10-03,1,99
0729829118,2022-10-03,1,99
0729829142,2022-10-03,1,249
0729829404,2022-10-03,1,199
0729829422,2022-10-03,1,149
0729829448,2022-10-03,1,199
0729835706,2022-10-03,2,0
0729835709,2022-10-03,2,0
0729835719,2022-10-03,2,0
0729835731,2022-10-03,2,0
0729835733,2022-10-03,2,0
0729835744,2022-10-03,2,0
0729835752,2022-10-03,2,0
0729835773,2022-10-03,2,0
0729835774,2022-10-03,2,0
0729835801,2022-10-03,2,0
0729835829,2022-10-03,2,0
0729835831,2022-10-03,2,0
0729835841,2022-10-03,2,0
0729835849,2022-10-03,2,0
0729835873,2022-10-03,2,0
0729835880,2022-10-03,2,0
0729835881,2022-10-03,2,0
0729835882,2022-10-03,2,0
0729835885,2022-10-03,2,0
0729835894,2022-10-03,2,0
0729835901,2022-10-03,2,0
0729835909,2022-10-03,2,0
0729835911,2022-10-03,2,0
0729835918,2022-10-03,2,0
0729835920,2022-10-03,2,0
0729835946,2022-10-03,2,0
0729835947,2022-10-03,2,0
0729835948,2022-10-03,2,0
0729835958,2022-10-03,2,0
0729835971,2022-10-03,2,0
0729835985,2022-10-03,2,0
0729836003,2022-10-03,2,0
0729836005,2022-10-03,2,0
0729836011,2022-10-03,2,0
0729836012,2022-10-03,2,0
0729836014,2022-10-03,2,0
0729836015,2022-10-03,2,0
0729836026,2022-10-03,2,0
0729836028,2022-10-03,2,0
0729836029,2022-10-03,2,0
0729836032,2022-10-03,3,0
0729836033,2022-10-03,2,0
0729836034,2022-10-03,2,0
0729836035,2022-10-03,2,0
0729836042,2022-10-03,2,0
0729836043,2022-10-03,2,0
0729836044,2022-10-03,2,0
0729836045,2022-10-03,2,0
0729836047,2022-10-03,2,0
0729836050,2022-10-03,1,0
0729836051,2022-10-03,2,0
0729836052,2022-10-03,2,0
0729836053,2022-10-03,2,0
0729836054,2022-10-03,2,0
0729836056,2022-10-03,2,0
0729836058,2022-10-03,2,0
0729836063,2022-10-03,2,0
0729836065,2022-10-03,2,0
0729836066,2022-10-03,2,0
0729836067,2022-10-03,2,0
0729836068,2022-10-03,2,0
0729836069,2022-10-03,2,0
0729836071,2022-10-03,2,0
0729836085,2022-10-03,2,0
0729836089,2022-10-03,2,0
0729836093,2022-10-03,2,0
0729836097,2022-10-03,2,0
0729836105,2022-10-03,2,0
0729836106,2022-10-03,2,0
0729836107,2022-10-03,2,0
0729836111,2022-10-03,2,0
0729836112,2022-10-03,2,0
0729836113,2022-10-03,2,0
0729836114,2022-10-03,2,0
0729836123,2022-10-03,2,0
0729836126,2022-10-03,2,0
0729836127,2022-10-03,2,0
0729836129,2022-10-03,2,0
0729836130,2022-10-03,2,0
0729836132,2022-10-03,2,0
0729836133,2022-10-03,2,0
0729836134,2022-10-03,2,0
0729836135,2022-10-03,2,0
0729836138,2022-10-03,2,0
0729836141,2022-10-03,2,0
0729836142,2022-10-03,2,0
0729877528,2022-10-03,1,49
0729888891,2022-10-03,1,100
0729934051,2022-10-03,9,441
0729934698,2022-10-03,1,99
0729934713,2022-10-03,3,49
0729935380,2022-10-03,2,0
0729936420,2022-10-03,1,149
0729936444,2022-10-03,1,99
0729936462,2022-10-03,1,199
0729936508,2022-10-03,1,199
0729936829,2022-10-03,1,0
0729937598,2022-10-03,1,0
0729937852,2022-10-03,1,0
0729937957,2022-10-03,1,349
0729938174,2022-10-03,1,449
0729938744,2022-10-03,1,199
0729938780,2022-10-03,1,49
0729938861,2022-10-03,1,199
0729938964,2022-10-03,1,199
0729942121,2022-10-03,1,149
0729943182,2022-10-03,1,0
0729943587,2022-10-03,1,0
0729943588,2022-10-03,1,0
0729943589,2022-10-03,1,0
0729943702,2022-10-03,1,799
0729943717,2022-10-03,1,99
0729943941,2022-10-03,1,49
0729944008,2022-10-03,1,49
0729947922,2022-10-03,1,199
0729949550,2022-10-03,1,99
0729949563,2022-10-03,1,100
0729949957,2022-10-03,1,0
0729952984,2022-10-03,1,0
0729954002,2022-10-03,1,0
0729954158,2022-10-03,2,98
0729954159,2022-10-03,1,49
0729954160,2022-10-03,5,245
0729954172,2022-10-03,1,0
0729954490,2022-10-03,6,294
0729955963,2022-10-03,1,100
0729958231,2022-10-03,1,99
0729959809,2022-10-03,1,0
0729960812,2022-10-03,1,199
0729965224,2022-10-03,1,249
0729969183,2022-10-03,2,98
0729969537,2022-10-03,1,99
0729972048,2022-10-03,1,99
0729978475,2022-10-03,1,0
0729978932,2022-10-03,3,147
0729979733,2022-10-03,1,149
0729983544,2022-10-03,1,49
0729985318,2022-10-03,2,98
0729987521,2022-10-03,1,49
0729987659,2022-10-03,2,348
0729990607,2022-10-03,1,99
0729991662,2022-10-03,1,349
0729991712,2022-10-03,1,149
0729992777,2022-10-03,1,99
0729993056,2022-10-03,1,100
0729993838,2022-10-03,1,49
0730204543,2022-10-03,2,10
0730212130,2022-10-03,1,99
0730227906,2022-10-03,1,299
0730244482,2022-10-03,1,99
0730251237,2022-10-03,1,99
0730287246,2022-10-03,1,99
0730303324,2022-10-03,2,98
0730317798,2022-10-03,1,449
0730336033,2022-10-03,1,99
0730366353,2022-10-03,1,99
0730387441,2022-10-03,1,99
0730387645,2022-10-03,1,299
0730503751,2022-10-03,1,99
0730506338,2022-10-03,1,99
0730521132,2022-10-03,1,100
0730592636,2022-10-03,1,199
0730681181,2022-10-03,1,199
0730718484,2022-10-03,1,99
0730784927,2022-10-03,1,99
0730814884,2022-10-03,1,149
0730825233,2022-10-03,2,10
0730929697,2022-10-03,1,99
0730941894,2022-10-03,1,99
0730959797,2022-10-03,1,299
0730961322,2022-10-03,1,349
0731400946,2022-10-03,1,99
0731401379,2022-10-03,1,49
0731401386,2022-10-03,2,198
0731402801,2022-10-03,2,148
0731403043,2022-10-03,2,200
0731404025,2022-10-03,1,99
0731404997,2022-10-03,1,300
0731406099,2022-10-03,1,199
0731406683,2022-10-03,1,349
0731406928,2022-10-03,1,50
0731408497,2022-10-03,1,249
0731409166,2022-10-03,1,99
0731410883,2022-10-03,1,49
0731412127,2022-10-03,1,99
0731412463,2022-10-03,1,149
0731414687,2022-10-03,2,10
0731417423,2022-10-03,1,99
0731418385,2022-10-03,1,99
0731420918,2022-10-03,1,99
0731421887,2022-10-03,1,99
0731422414,2022-10-03,1,199
0731424206,2022-10-03,1,99
0731424269,2022-10-03,1,449
0731424463,2022-10-03,1,49
0731425090,2022-10-03,1,99
0731425195,2022-10-03,1,299
0731425652,2022-10-03,1,100
0731426686,2022-10-03,1,99
0731427037,2022-10-03,1,99
0731427935,2022-10-03,1,99
0731428650,2022-10-03,2,600
0731430652,2022-10-03,1,99
0731431218,2022-10-03,1,99
0731431303,2022-10-03,1,349
0731431543,2022-10-03,1,449
0731433170,2022-10-03,3,398
0731433346,2022-10-03,1,299
0731434418,2022-10-03,1,349
0731434833,2022-10-03,1,199
0731435373,2022-10-03,1,99
0731435650,2022-10-03,2,99
0731436136,2022-10-03,1,49
0731436345,2022-10-03,1,99
0731436517,2022-10-03,1,199
0731437575,2022-10-03,1,300
0731437872,2022-10-03,1,299
0731437899,2022-10-03,1,449
0731438066,2022-10-03,1,99
0731438245,2022-10-03,1,149
0731438266,2022-10-03,1,99
0731438370,2022-10-03,1,249
0731438974,2022-10-03,1,249
0731440118,2022-10-03,1,149
0731440732,2022-10-03,1,99
0731440820,2022-10-03,1,199
0731441148,2022-10-03,1,499
0731442292,2022-10-03,1,349
0731442661,2022-10-03,1,299
0731442914,2022-10-03,1,99
0731443516,2022-10-03,1,149
0731443910,2022-10-03,1,49
0731444970,2022-10-03,1,99
0731445084,2022-10-03,1,449
0731445333,2022-10-03,1,99
0731446588,2022-10-03,1,300
0731447051,2022-10-03,1,299
0731448050,2022-10-03,1,249
0731449239,2022-10-03,1,149
0731449698,2022-10-03,1,99
0731450131,2022-10-03,1,99
0731450421,2022-10-03,1,99
0731450693,2022-10-03,1,149
0731451193,2022-10-03,1,99
0731451549,2022-10-03,1,249
0731451645,2022-10-03,1,99
0731451939,2022-10-03,1,100
0731452142,2022-10-03,1,49
0731452539,2022-10-03,1,149
0731455064,2022-10-03,1,99
0731455565,2022-10-03,1,149
0731455998,2022-10-03,2,449
0731456530,2022-10-03,1,100
0731457831,2022-10-03,1,199
0731458176,2022-10-03,1,49
0731458513,2022-10-03,1,99
0731458729,2022-10-03,1,199
0731460188,2022-10-03,1,149
0731460787,2022-10-03,2,148
0731460948,2022-10-03,1,199
0731461211,2022-10-03,1,149
0731464439,2022-10-03,1,99
0731464522,2022-10-03,1,100
0731464893,2022-10-03,1,300
0731465745,2022-10-03,1,149
0731469219,2022-10-03,1,99
0731469833,2022-10-03,1,299
0731470413,2022-10-03,1,199
0731482227,2022-10-03,1,199
0731482891,2022-10-03,1,99
0731484874,2022-10-03,1,50
0731488124,2022-10-03,1,299
0731488449,2022-10-03,1,250
0731490875,2022-10-03,1,99
0731494022,2022-10-03,1,49
0731494037,2022-10-03,1,49
0731496388,2022-10-03,1,199
0731497043,2022-10-03,1,149
0731499439,2022-10-03,1,299
0731500236,2022-10-03,1,199
0731500507,2022-10-03,1,199
0731500697,2022-10-03,1,99
0731506497,2022-10-03,1,299
0731506919,2022-10-03,1,999
0731507292,2022-10-03,9,441
0731508732,2022-10-03,3,147
0731508757,2022-10-03,4,196
0731508759,2022-10-03,9,441
0731508775,2022-10-03,9,441
0731509066,2022-10-03,1,199
0731509117,2022-10-03,5,245
0731509159,2022-10-03,4,196
0731510207,2022-10-03,2,98
0731510333,2022-10-03,1,49
0731510340,2022-10-03,9,441
0731510350,2022-10-03,2,98
0731510431,2022-10-03,1,49
0731510439,2022-10-03,7,343
0731510808,2022-10-03,1,49
0731510891,2022-10-03,9,441
0731510895,2022-10-03,3,147
0731511655,2022-10-03,1,99
0731511681,2022-10-03,2,10
0731517375,2022-10-03,1,50
0731520451,2022-10-03,1,349
0731525997,2022-10-03,1,99
0731528220,2022-10-03,1,149
0731531651,2022-10-03,1,199
0731532228,2022-10-03,1,349
0731532319,2022-10-03,1,349
0731537899,2022-10-03,1,199
0731537900,2022-10-03,1,249
0731545339,2022-10-03,1,149
0731546878,2022-10-03,1,99
0731550882,2022-10-03,1,249
0731551837,2022-10-03,1,99
0731552088,2022-10-03,1,99
0731555022,2022-10-03,1,100
0731555808,2022-10-03,1,100
0731556903,2022-10-03,1,100
0731556964,2022-10-03,1,449
0731559828,2022-10-03,6,550
0731561594,2022-10-03,1,49
0731561903,2022-10-03,1,99
0731562519,2022-10-03,1,99
0731564251,2022-10-03,1,149
0731564909,2022-10-03,1,99
0731565287,2022-10-03,1,199
0731565693,2022-10-03,1,349
0731566018,2022-10-03,1,99
0731567191,2022-10-03,1,300
0731567719,2022-10-03,1,249
0731567882,2022-10-03,1,49
0731569073,2022-10-03,1,149
0731569910,2022-10-03,1,149
0731570964,2022-10-03,2,149
0731570972,2022-10-03,1,99
0731575579,2022-10-03,1,99
0731579468,2022-10-03,1,99
0731582044,2022-10-03,1,149
0731582146,2022-10-03,1,99
0731582489,2022-10-03,1,199
0731583937,2022-10-03,1,99
0731585276,2022-10-03,1,349
0731586597,2022-10-03,1,99
0731592617,2022-10-03,1,0
0731592751,2022-10-03,1,99
0731595838,2022-10-03,1,449
0731597237,2022-10-03,1,349
0731599556,2022-10-03,2,99
0731599730,2022-10-03,1,0
0731814508,2022-10-03,1,349
0731833343,2022-10-03,1,349
0731835815,2022-10-03,3,209
0732011067,2022-10-03,1,349
0732012675,2022-10-03,4,49
0732013142,2022-10-03,1,49
0732013587,2022-10-03,1,99
0732013646,2022-10-03,2,99
0732013955,2022-10-03,2,349
0732014716,2022-10-03,1,349
0732015031,2022-10-03,1,349
0732015348,2022-10-03,1,49
0732015391,2022-10-03,1,249
0732015816,2022-10-03,2,99
0732015863,2022-10-03,1,349
0732016044,2022-10-03,1,349
0732016198,2022-10-03,1,99
0732016302,2022-10-03,1,149
0732017285,2022-10-03,1,99
0732018712,2022-10-03,5,246
0732023951,2022-10-03,1,99
0732024542,2022-10-03,1,100
0732031418,2022-10-03,1,99
0732032778,2022-10-03,1,99
0732035054,2022-10-03,2,499
0732035666,2022-10-03,1,49
0732035747,2022-10-03,1,999
0732036033,2022-10-03,1,349
0732036967,2022-10-03,1,149
0732037033,2022-10-03,1,99
0732039109,2022-10-03,1,99
0732043024,2022-10-03,1,99
0732044461,2022-10-03,1,100
0732045330,2022-10-03,1,99
0732045359,2022-10-03,1,349
0732051598,2022-10-03,1,99
0732052658,2022-10-03,1,99
0732090259,2022-10-03,1,99
0732090293,2022-10-03,1,299
0732090924,2022-10-03,1,349
0732098502,2022-10-03,1,99
0732319262,2022-10-03,5,199
0732319524,2022-10-03,1,300
0732325543,2022-10-03,2,10
0732329312,2022-10-03,1,799
0732330696,2022-10-03,1,199
0732331947,2022-10-03,1,349
0732333029,2022-10-03,1,349
0732335002,2022-10-03,1,199
0732340815,2022-10-03,1,50
0732341401,2022-10-03,1,99
0732341686,2022-10-03,1,99
0732343131,2022-10-03,1,199
0732343368,2022-10-03,1,99
0732344219,2022-10-03,2,148
0732344275,2022-10-03,1,449
0732345018,2022-10-03,1,99
0732345686,2022-10-03,1,149
0732347956,2022-10-03,1,349
0732348044,2022-10-03,1,349
0732360767,2022-10-03,3,0
0732362591,2022-10-03,1,99
0732362790,2022-10-03,2,49
0732362893,2022-10-03,1,199
0732363347,2022-10-03,1,99
0732363934,2022-10-03,1,149
0732364725,2022-10-03,1,299
0732366507,2022-10-03,1,299
0732366956,2022-10-03,1,100
0732390549,2022-10-03,1,349
0732390585,2022-10-03,1,299
0732392266,2022-10-03,1,449
0732392867,2022-10-03,1,449
0732393535,2022-10-03,1,250
0732393722,2022-10-03,1,99
0732393828,2022-10-03,1,0
0732393902,2022-10-03,2,98
0732394126,2022-10-03,1,349
